timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,3093.916,3890.3792,4705.128,5536.385,6375.553,7231.912,8103.772,8981.524,9890.125,10799.588,11712.087,12635.503,13585.684,14540.313,15500.057,16443.316,17438.604,18421.893,19382.295,20361.541,21362.035,22431.791,23434.922,24423.44,25363.99,26332.297,27268.941,28268.57,29303.344,30274.707,31231.08,32234.238,33216.65,34123.555,35057.266,36049.27,36974.867,37828.594,38676.137,39512.97,40508.656,41359.793,42210.145,43012.758,43634.812,44168.41,44801.42,45500.555,46076.1,46403.098,46859.246,47666.81,48335.008,48769.348,49279.055,49888.406,50834.023,51509.31,52424.324,53007.47,53222.27,53974.89,54541.324,55029.855,55633.344,55822.266,55773.227,55497.18,56103.41,55649.312,56052.676,56409.668,55853.58,55518.223,55447.938,55010.633,55043.945,54640.465,55803.426,57405.938,58549.477,60369.543,61957.645,63558.055,65649.43,65847.555,67942.016,69404.54,69880.39,72860.76,74463.83,76938.37,80971.02,85930.49,92655.29,100774.53,112693.3,131871.3,173667.03,273069.38
11,2593.8613,3346.127,4118.45,4916.916,5725.711,6531.1934,7352.21,8192.422,9046.297,9931.228,10826.066,11730.019,12655.713,13605.264,14537.283,15512.826,16494.426,17510.553,18499.732,19531.342,20580.508,21667.36,22741.57,23822.336,24917.004,26070.701,27244.906,28380.266,29534.123,30719.5,31873.578,33041.492,34160.73,35316.105,36464.33,37663.836,38816.67,40019.8,41093.7,42202.62,43332.86,44559.277,45666.96,46719.8,47642.164,48721.977,49912.926,51040.562,52133.68,53336.29,54391.254,55380.76,56494.59,57387.85,58483.113,59667.043,60856.195,61891.207,63075.2,64518.69,66006.15,67463.305,68809.75,70273.29,71635.0,72902.58,74420.81,75804.9,77262.11,78906.195,80405.05,81713.81,83280.836,84260.76,85111.64,86213.96,87671.39,89042.0,90332.19,91574.7,92933.914,94572.42,95744.02,96367.11,97758.79,100227.61,102551.84,105357.86,107772.65,110639.14,113551.52,115816.484,117517.96,122970.484,128362.29,138038.95,151746.52,171001.56,213980.42,341588.03
12,2271.0596,3029.5132,3801.0315,4590.604,5392.2905,6211.806,7051.553,7901.7783,8783.869,9671.423,10569.8125,11491.88,12423.629,13374.699,14317.842,15261.986,16246.462,17231.33,18223.11,19242.525,20277.006,21344.14,22420.078,23505.42,24594.736,25695.89,26797.61,27912.861,29051.205,30170.785,31333.137,32507.2,33626.277,34796.332,35843.535,37006.137,38214.402,39364.914,40549.055,41651.76,42747.91,43808.703,44988.895,46024.48,47094.594,48179.777,49362.25,50360.945,51443.566,52342.14,53328.934,54091.703,54935.0,55833.0,56783.8,57447.83,57969.434,59130.99,59512.438,59887.543,60536.152,61239.023,62195.652,62596.934,63626.816,64088.375,63437.594,63145.81,63859.88,64501.508,64884.85,66062.336,66563.555,67137.75,67870.984,68375.27,68944.8,69844.516,70017.16,71048.33,71951.93,72664.92,74109.0,74362.08,75258.32,77343.26,80414.195,82472.17,85673.01,89158.555,93881.08,98533.53,102306.42,109034.45,118836.78,129213.82,144454.28,166645.64,203580.47,341081.84
13,2593.8613,3355.322,4124.4873,4907.671,5729.342,6535.3257,7379.1045,8218.865,9071.924,9951.961,10851.203,11754.747,12689.907,13630.7,14587.21,15559.008,16535.162,17533.902,18535.271,19562.762,20593.338,21682.484,22783.463,23908.115,25032.629,26136.32,27312.799,28474.053,29545.486,30688.277,31844.016,32977.43,34120.09,35272.246,36399.355,37536.074,38720.773,39862.086,40988.24,42138.74,43261.78,44277.367,45356.637,46472.52,47529.395,48639.926,49805.23,50962.195,52116.09,53256.895,54387.555,55510.69,56604.44,57720.68,58718.41,60110.758,61188.63,62445.516,63742.555,65159.137,66597.336,67867.77,69212.055,70446.86,71995.25,73075.164,74315.47,76015.92,77349.7,78631.64,80283.11,81625.02,82657.62,83664.766,84799.52,85938.64,86668.41,87532.66,88691.82,89649.36,90787.42,91763.18,93117.31,94927.93,97490.39,99204.15,102163.18,105298.05,108187.98,110813.96,114230.12,116707.125,119742.44,123824.1,129709.484,139584.39,155648.39,175320.4,220854.83,358971.88
14,2931.4355,3734.8552,4568.7397,5419.7197,6284.253,7160.8765,8057.814,8950.239,9853.826,10781.963,11708.876,12659.608,13623.434,14593.964,15568.011,16583.727,17579.273,18585.494,19640.438,20701.031,21751.172,22801.943,23878.398,24989.78,26048.383,27075.836,28185.613,29317.041,30438.639,31489.621,32661.215,33800.773,34861.832,35959.598,37053.664,38184.598,39269.18,40349.605,41465.2,42671.773,43782.957,44883.305,46185.656,47219.6,48298.906,49386.277,50233.39,51324.09,52489.766,53514.785,54563.91,55646.58,56615.957,57546.156,58520.293,59732.008,60756.387,61467.426,61855.055,61991.992,62054.297,61499.74,61363.23,60869.77,61394.094,61773.402,62361.504,62779.547,62126.055,62417.934,62802.4,63497.797,64498.996,65237.395,66085.05,65810.18,65545.484,66056.86,66845.25,67513.484,66899.28,67742.95,67761.83,68465.625,70200.29,71970.586,72914.62,73856.28,75575.85,77661.54,79834.83,84096.61,86076.7,91237.055,98780.12,107973.086,119478.055,139000.33,177088.2,283242.88
15,2114.155,2860.1946,3626.5002,4402.203,5196.0757,6001.5874,6814.748,7646.233,8482.367,9342.092,10210.387,11078.7,11930.506,12803.642,13684.924,14609.277,15523.217,16454.633,17378.143,18310.852,19248.482,20181.73,21141.207,22075.775,23068.447,24009.572,25027.006,26010.684,27052.154,28030.564,28987.113,30106.18,31079.67,32137.635,33235.68,34247.28,35365.996,36484.31,37692.234,38674.4,39846.31,40853.586,41906.59,42872.137,43817.176,44765.652,45976.76,46998.93,48116.223,49163.57,50636.86,51782.426,52490.8,53603.434,54471.08,55591.85,57015.95,58027.234,59259.918,60363.684,61625.465,63209.434,64555.984,65573.875,66855.92,68538.31,69842.11,71400.96,72225.445,73808.89,74992.89,75829.67,76096.734,75895.234,76219.93,77206.81,77855.93,77987.69,78209.7,78294.26,77716.76,77600.49,77205.766,76338.805,75933.44,76809.19,78052.336,79017.97,79957.14,82178.55,84674.12,87902.8,91790.33,96979.26,101397.31,110577.3,120983.18,138298.19,181939.52,305536.4
16,2931.4355,3742.0305,4569.3853,5407.4604,6274.51,7165.5884,8068.005,8984.434,9889.942,10818.887,11761.917,12707.76,13666.2,14639.488,15628.188,16643.691,17630.53,18661.248,19691.664,20678.668,21718.047,22717.6,23810.227,24864.07,25957.95,27027.12,28118.621,29273.76,30351.924,31503.197,32590.373,33746.363,34697.645,35956.01,37097.95,38184.535,39393.52,40485.355,41472.473,42614.887,43752.473,44667.688,45775.203,46947.582,47990.734,49115.48,50048.496,51035.97,52091.727,52922.273,54007.8,54979.57,56127.16,57312.586,58220.043,59098.08,60023.426,60538.234,60934.23,60729.918,60413.832,60468.613,60785.38,61004.395,61275.105,61345.844,62132.016,62181.797,61937.26,61997.652,62942.35,63284.707,64186.137,64720.285,65088.574,65211.348,65382.168,66080.266,66474.766,66876.766,65945.89,66568.18,66898.59,66461.484,67897.52,68037.28,68769.66,69705.07,72887.984,75370.71,77071.35,81291.984,84327.63,89713.2,96636.2,103875.92,116490.39,136136.67,172535.64,278517.47
17,2195.3042,2946.293,3714.8308,4483.423,5276.6475,6076.6,6890.953,7730.1416,8549.327,9395.597,10250.534,11134.218,12017.786,12922.426,13844.5,14788.889,15726.655,16710.855,17701.83,18698.16,19702.668,20744.805,21772.596,22804.152,23848.258,24889.543,25956.781,27065.018,28125.623,29214.916,30343.6,31494.674,32640.025,33852.406,34983.242,36144.63,37253.844,38414.938,39684.215,40871.89,42093.47,43371.742,44614.023,45791.547,46878.52,48112.402,49301.26,50445.67,51563.61,52763.836,54112.773,55350.21,56497.51,57549.023,58629.676,59684.39,60715.547,61951.055,62918.27,63783.863,65091.266,66034.62,67092.58,68201.72,69443.69,70917.64,71843.19,73178.97,74289.04,75066.914,75946.875,76617.52,77078.54,77664.41,77764.6,78029.88,77854.64,78111.62,78326.94,78853.99,79505.26,79984.85,81196.48,81980.24,82941.31,83889.24,85335.83,87549.65,89320.6,89803.44,91763.74,95400.87,98697.945,103878.484,111877.27,121078.01,133675.03,154176.72,195683.75,327556.56
18,2751.4707,3557.629,4370.9644,5212.477,6066.057,6944.842,7842.121,8744.579,9661.99,10581.022,11525.234,12457.6,13408.843,14345.07,15319.111,16280.913,17252.754,18222.203,19191.242,20218.967,21210.852,22202.572,23176.252,24146.904,25130.44,26122.066,27059.846,28125.947,29145.904,30127.244,31018.438,32054.242,33046.12,34010.605,34882.176,35896.016,36847.637,37467.824,38485.1,39522.637,40407.73,41113.066,42096.23,42849.61,43856.094,44688.11,45577.81,46526.777,47605.75,48420.0,48836.695,49386.703,50330.777,51057.74,51039.973,51321.453,51632.156,52190.33,52452.062,52501.94,52548.547,52120.703,52346.01,52272.316,52111.203,52077.21,52209.02,51930.062,51562.156,51013.91,51109.004,50691.68,50688.582,50774.215,51040.81,50301.48,49673.02,49600.91,49717.07,49222.77,48889.746,48801.824,48300.656,48788.906,49946.434,51537.1,53543.273,53090.56,54921.977,56887.945,59958.28,64870.145,70033.58,76648.24,83648.914,93832.664,107253.02,128277.22,165805.45,263183.2
19,2593.8613,3363.7256,4134.569,4917.0635,5718.746,6537.9243,7368.942,8230.73,9100.863,9985.898,10888.476,11790.451,12721.532,13661.197,14613.075,15577.641,16557.342,17543.049,18561.645,19607.28,20653.893,21746.307,22839.016,23920.87,25048.287,26165.215,27277.314,28458.137,29602.588,30784.27,31905.63,33106.953,34226.44,35327.137,36488.742,37658.496,38801.465,39945.02,41086.094,42236.758,43378.2,44443.918,45489.9,46522.035,47625.742,48759.58,49740.566,50855.535,51979.53,52912.17,53952.56,55064.297,56123.773,56917.383,58039.656,59145.203,60279.26,61502.133,62734.39,63948.168,65520.277,66961.7,68209.984,69531.26,70968.5,72210.4,73851.58,75546.43,76777.75,77997.42,79494.625,81006.61,82448.77,83624.59,84703.85,86178.57,87933.81,89257.695,90027.31,90630.32,91425.43,93420.12,94075.52,95989.02,99189.07,100713.55,102341.0,105322.1,106930.83,109517.164,111890.22,115939.77,119169.88,122538.414,127567.43,135031.4,149907.08,169406.02,215835.81,348559.75
20,1923.1682,2792.3784,3670.0527,4539.86,5463.871,6362.477,7297.1865,8238.908,9193.429,10154.608,11138.803,12123.269,13106.779,14101.268,15121.636,16154.002,17174.271,18215.826,19289.312,20298.217,21410.65,22475.723,23564.24,24635.256,25689.963,26781.316,27849.74,28936.139,30027.467,31035.992,32036.508,33256.03,34401.027,35533.504,36627.8,37747.78,38783.234,39972.816,41129.945,42297.312,43458.902,44576.63,45448.637,46451.625,47301.176,47951.61,48591.26,49489.55,50086.52,50880.62,51709.484,52765.156,53816.703,54947.984,56133.727,56966.176,57946.06,58316.562,59093.984,58744.094,59525.598,59894.008,59750.203,59807.55,59218.83,58873.38,59628.336,59940.957,60015.71,60005.758,59835.973,60545.41,60403.984,60560.03,60658.504,59806.273,58545.59,57843.375,56139.125,54361.57,54602.094,54626.656,54341.21,53881.074,53307.137,51336.277,51758.367,54425.25,53898.703,53531.32,54741.34,56255.59,55337.824,53697.523,60299.47,67530.03,75692.664,96150.58,136927.84,251623.1
21,2195.3042,2949.3896,3711.1663,4491.131,5271.2925,6067.472,6886.218,7713.262,8552.832,9404.487,10270.526,11157.855,12052.5205,12952.866,13890.974,14831.5205,15764.049,16731.387,17714.432,18704.121,19713.525,20710.277,21735.61,22812.871,23873.127,24957.479,26022.438,27127.28,28258.14,29373.047,30493.615,31627.074,32765.172,33954.46,35126.918,36332.566,37473.67,38691.38,39878.934,41123.957,42354.855,43512.168,44679.11,45897.92,47087.61,48229.938,49392.527,50598.535,51713.574,52887.305,54172.953,55451.855,56594.16,57800.16,59019.508,60172.793,61227.902,62261.227,63195.746,64357.137,65485.062,66684.58,67872.29,68692.1,69756.92,71084.6,72373.7,73405.234,74477.234,75400.16,76637.08,77491.625,78794.625,78948.74,78626.734,78685.67,78890.445,78530.47,78383.914,79458.766,80522.87,81483.71,82344.516,82959.51,84602.97,85528.125,87884.31,90381.49,92375.7,93641.55,96176.41,100034.5,103821.32,108541.06,115278.234,124342.42,138491.03,160109.55,201532.42,329090.62
22,2931.4355,3741.7327,4578.706,5416.962,6267.035,7146.81,8035.9224,8936.199,9844.956,10768.96,11713.455,12657.7295,13634.03,14623.046,15623.772,16590.91,17595.0,18584.984,19618.799,20666.148,21758.182,22806.838,23830.068,24902.861,26001.434,27054.81,28035.812,29107.572,30244.611,31400.723,32557.027,33630.855,34690.23,35771.754,36889.727,37854.883,38905.305,40138.938,41363.832,42582.93,43503.516,44496.996,45661.523,46712.43,47885.65,48930.848,49775.24,50523.438,51342.664,52479.516,53271.773,54156.492,55352.97,56318.1,57238.965,58606.88,59648.75,60006.867,59990.145,60165.76,60394.953,60349.34,60236.8,60437.637,60628.805,60952.37,61691.195,60937.613,61033.77,61879.098,61500.965,62243.973,62928.008,63169.363,63090.27,63538.125,63628.742,64524.85,64404.484,65264.39,64959.816,66008.734,67055.97,67482.21,68634.78,69699.44,70014.16,71619.49,74011.12,76362.39,79085.18,83478.16,84690.28,88608.84,94095.16,102475.94,114638.445,132366.2,168634.58,269554.97
23,2195.3042,2944.0352,3704.1667,4474.235,5262.3945,6070.7495,6885.0723,7705.2544,8549.63,9385.748,10240.552,11112.075,12010.157,12919.109,13836.503,14780.148,15749.921,16714.441,17691.16,18683.396,19677.736,20676.303,21698.918,22759.383,23821.79,24899.242,25991.885,27057.777,28135.666,29238.312,30381.928,31508.727,32704.613,33851.066,35013.39,36181.496,37359.85,38463.06,39626.402,40828.62,41977.17,43248.145,44437.92,45719.082,46887.44,48087.57,49482.227,50634.19,51932.918,53158.387,54270.94,55378.336,56586.977,57772.902,58743.973,59962.766,61276.895,62172.176,63180.473,64027.504,65106.617,66246.96,67604.25,68989.81,70130.56,71309.84,72580.445,73649.64,74365.77,75859.52,76376.6,77642.81,78571.47,79014.22,79666.74,80066.07,80412.14,80591.984,81016.98,81750.9,82356.37,83039.97,83748.695,85037.62,86657.17,87889.87,89360.39,90655.16,92126.17,94297.984,97033.29,100380.44,103666.2,108253.05,116081.086,124495.93,138819.69,158429.5,200737.16,328522.38
24,2195.3042,2945.8816,3711.0144,4491.3184,5288.2666,6088.0894,6896.348,7716.4663,8554.414,9393.169,10253.601,11141.017,12038.444,12936.86,13858.177,14781.284,15722.274,16687.887,17662.28,18656.662,19646.408,20672.586,21714.41,22751.953,23790.926,24843.5,25881.586,26979.875,28120.324,29232.4,30326.41,31470.555,32548.607,33706.055,34895.184,36052.652,37265.758,38391.6,39581.79,40812.395,41934.72,43187.76,44436.516,45601.562,46793.074,47918.613,49127.945,50347.4,51512.867,52761.438,54004.69,55270.633,56128.406,57290.477,58648.24,59864.254,61002.887,62334.258,63345.008,64271.29,65114.957,66275.695,67401.89,68689.016,69855.85,71247.23,72663.33,73792.56,74894.336,75781.65,77320.93,78027.24,78906.305,79423.586,79915.11,80353.99,80326.664,79882.35,79803.68,80638.89,81223.61,81707.44,82930.02,84790.06,85586.73,86483.555,88671.4,90708.195,92785.61,94670.12,96984.92,100707.555,103211.21,108552.87,115649.53,125538.66,140382.17,161308.33,203537.84,328427.06
25,2931.4355,3750.7507,4581.7217,5432.205,6297.6987,7176.018,8064.3535,8956.313,9868.037,10799.789,11737.272,12682.899,13669.748,14642.234,15629.053,16614.498,17595.121,18611.68,19661.84,20686.928,21763.795,22817.697,23897.184,24902.125,26006.951,27098.105,28172.678,29280.162,30380.945,31481.469,32604.15,33665.32,34858.105,35957.13,37118.31,38268.473,39448.152,40465.31,41629.047,42835.81,44074.04,45192.05,46280.996,47484.61,48339.227,49505.945,50446.613,51610.973,52444.047,53141.055,54284.5,55291.457,56524.066,57339.406,57986.36,58795.383,59616.023,59803.344,60230.637,60525.703,60052.098,60125.855,59997.87,60167.777,60768.92,61417.39,62126.87,62363.926,61774.254,62229.03,62197.785,62983.746,63746.6,64424.64,64745.23,65536.42,65337.68,66103.44,66200.72,66032.51,66182.805,67034.266,67275.055,67105.02,68582.72,69830.81,69427.07,71055.32,73009.32,74776.22,77071.15,80245.04,81508.31,86167.14,93485.65,103179.51,114594.8,136256.73,171308.97,278031.53
